"raw","mean","median","time"
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.66, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.7, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.66, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.7, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.69, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
38.68, 38.68, 38.68, 1603417763.4797297
